id,title,type,description,release_year,age_certification,runtime,genres,production_countries,seasons,imdb_id,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,actors,characters,director
tm242736,"['bo', 'burnham', 'make', 'happy']",MOVIE,"['combining', 'trademark', 'wit', 'selfdeprecating', 'humor', 'original', 'music', 'bo', 'burnham', 'offer', 'unique', 'twist', 'life', 'standup', 'special', 'death', 'sexuality', 'hypocrisy', 'mental', 'illness', 'pringles', 'can']",MEDIUM,3.0,60,"['comedy', 'music', 'documentation']",['US'],,tt5192124,8.4,14356.0,8.245,8.2,"['bo burnham', 'lorene scafaria']","['self', 'self']","['christopher storer', 'bo burnham']"
tm239707,['doover'],MOVIE,"['life', 'bank', 'manager', 'turned', 'upside', 'friend', 'past', 'manipulates', 'faking', 'death', 'taking', 'adventure']",MEDIUM,3.0,108,"['action', 'comedy']",['US'],,tt4769836,5.7,46260.0,11.466,5.672,"['adam sandler', 'david spade', 'paula patton', 'kathryn hahn', 'nick swardson', 'matt walsh', 'rene taylor', 'sean astin', 'natasha leggero', 'luis guzmn', 'catherine bell', 'jackie sandler', 'michael chiklis', 'torsten voges', 'stan ellsworth', 'dan patrick', 'sadie sandler', 'sunny sandler', 'xander paradise', 'zakk paradise', 'jared sandler', 'chris titone', 'jonathan loughran', 'kevin grady', 'robert smigel', 'dan bulla', 'ryder tardif', 'samuel tardif', 'vanessa cater', 'laura willette', 'martha b knighton', 'mike benitez', 'jos nogueras', 'timothy douglas perez', 'sharon gee', 'michael red bone alcott', 'sheila cochran', 'karina bonnefil', 'teo ciltia', 'omar cruz soto', 'anthony bryant', 'rich lane disco', 'ramiro ramir delgado ruiz', 'ayana johnson']","['max kessler', 'charlie', 'heather', 'becca', 'bob', 'shecky', 'mrs kessler', 'tedo', 'nikki', 'jorge the shooter boy', 'dawn', 'joan', 'carmine', 'the gymnast', 'dakota', 'auto store lou', 'lous daughter sally', 'lous daughter daisy', 'twin 1', 'twin 2', 'dj', 'musty swamp bartender', 'grizzlylooking biker 1', 'grizzlylooking biker 2', 'doctor', 'shooter boy in training', 'young max', 'young max', 'bathing beauty 1', 'bathing beauty 2', 'kitty litter customer', 'puerto rican banker', 'puerto rican guitarist', 'grunge the tattoo artist', 'save  pay customer', 'reunion buddy', 'hospital screamer', 'bobbi suecashier uncredited', 'reunion guest uncredited', 'beachgoer  surfer uncredited', 'reunion attendee uncredited', 'bank manager uncredited', 'bank employee uncredited', 'reunion attendant uncredited']",['steven brill']
tm136061,['suffragette'],MOVIE,"['based', 'true', 'event', 'foot', 'soldier', 'early', 'feminist', 'movement', 'forced', 'underground', 'evade', 'state']",MEDIUM,3.0,106,"['drama', 'history']","['GB', 'FR']",,tt3077214,6.9,41983.0,12.013,7.3,"['carey mulligan', 'helena bonham carter', 'brendan gleeson', 'annemarie duff', 'meryl streep', 'ben whishaw', 'romola garai', 'samuel west', 'geoff bell', 'natalie press', 'adrian schiller', 'amanda lawrence', 'adam michael dodd', 'grace stottor', 'lorraine stanley', 'morgan watkins', 'finbar lynch', 'nick hendrix', 'shelley longworth', 'sarah finigan', 'drew edwards', 'adam nagaitis', 'lee nicholas harris', 'joyce henderson', 'susie baxter']","['maud watts', 'edith ellyn', 'arthur steed', 'violet cambridge', 'emmeline pankhurst', 'sonny watts', 'alice haughton', 'benedict haughton', 'norman taylor', 'emily davison', 'david lloyd george', 'miss withers', 'george watts', 'maggie miller', 'mrs coleman', 'detective malcolm walsop', 'hugh ellyn', 'government minister', 'miss samson', 'mrs garston', 'male laundry worker', 'mr cummins', 'police constable', 'female prison guard', 'landlady']",['sarah gavron']
tm239733,['headshot'],MOVIE,"['young', 'man', 'wash', 'ashore', 'memory', 'gone', 'past', 'come', 'back', 'haunt', 'nursed', 'health', 'killing', 'ability', 'needed', 'take', 'powerful', 'drug', 'lord']",MEDIUM,2.5,117,"['thriller', 'action', 'drama']",['ID'],,tt5147214,6.3,14824.0,19.074,6.5,"['iko uwais', 'chelsea islan', 'sunny pang', 'julie estelle', 'very tri yulisman', 'zack lee', 'yayu aw unru', 'bront palarae', 'ganindra bimo', 'ario bayu', 'egy fedly', 'avrilla sigarlaki', 'hirooki goto']","['ismail', 'alin', 'lee', 'rika', 'besi', 'tano', 'romli', 'policeman', 'bondi', 'jakarta police captain', 'gang boss anto', 'mina', 'japanese gangster']","['timo tjahjanto', 'kimo stamboel']"
tm142881,"['jem', 'hologram']",MOVIE,"['smalltown', 'girl', 'catapult', 'underground', 'video', 'sensation', 'global', 'superstar', 'three', 'sister', 'begin', 'oneinamillion', 'journey', 'discovering', 'talent', 'special', 'keep', 'hidden', 'four', 'aspiring', 'musician', 'take', 'world', 'storm', 'see', 'key', 'creating', 'destiny', 'lie', 'finding', 'voice']",MEDIUM,2.0,118,"['fantasy', 'music', 'romance', 'scifi', 'drama', 'family']",['US'],,tt3614530,4.1,7867.0,9.666,5.5,"['aubrey peeples', 'stefanie scott', 'hayley kiyoko', 'aurora perrineau', 'ryan guzman', 'molly ringwald', 'juliette lewis', 'isabella kai', 'barnaby carpenter', 'jason kennedy', 'nathan moore', 'justin alastair', 'mischke butler', 'samantha newark', 'christopher scott', 'marcei a brown', 'jackie tohn', 'britta phillips', 'phillip chbeeb', 'nicholas stewart', 'jessica keller', 'ryan hansen', 'quddus', 'christy marx', 'hana mae lee', 'katie findlay', 'eiza gonzlez', 'kesha', 'alicia keys', 'chris pratt', 'dwayne johnson', 'jimmy fallon', 'nicholas braun']","['jerrica benton  jem', 'kimber benton', 'aja', 'shana', 'rio raymond', 'aunt bailey', 'erica raymond', 'young jerrica', 'emmett benton', 'jason kennedy', 'zipper', 'esteban', 'vocal coach', 'hairstylist', 'choreographer', 'homeless woman', 'rebecca', 'stage manager', 'backup dancer', 'backup dancer', 'backup dancer', 'stephen the guard', 'vj', 'lindsey pierce', 'roxy', 'stormer', 'jetta', 'pizzazz', 'alicia keys', 'chris pratt', 'dwayne johnson', 'jimmy fallon', 'brad uncredited']",['jon m chu']
tm232953,['sleight'],MOVIE,"['young', 'street', 'magician', 'left', 'take', 'care', 'little', 'sister', 'mother', 'passing', 'turn', 'drug', 'dealing', 'los', 'angeles', 'party', 'scene', 'keep', 'roof', 'head', 'get', 'trouble', 'supplier', 'kidnapped', 'forced', 'rely', 'sleight', 'hand', 'brilliant', 'mind', 'save']",MEDIUM,4.0,89,"['drama', 'thriller', 'action', 'scifi', 'crime']",['US'],,tt4573516,5.9,8644.0,5.226,5.4,"['jacob latimore', 'seychelle gabriel', 'storm reid', 'sasheer zamata', 'dul hill', 'cameron esposito', 'michael villar', 'brandon johnson', 'jay walker', 'alex hyner', 'mane andrew', 'lyndsi larose', 'roland buck iii', 'donzaleigh abernathy', 'kaye l morris', 'klement tinaj', 'carrie jo hubrich', 'marilyn flores', 'frank clem', 'mora carew', 'mickael de sinno', 'joel ezra hebner', 'jimmy flintsmith', 'natasha drewniak', 'roya backlund', 'kimberly cohen', 'victoria martonne', 'roman xing', 'keith r fowler', 'abby hilden', 'joshua elizondo', 'hailey hayes', 'jaye rosenberg', 'ursa gifted major', 'darryl sanders', 'jessica martin del campo', 'amber ford', 'shi charming', 'whitney bowers', 'lucas kastner', 'kaye morris', 'keisuke akizawa', 'kara mcdonald', 'jade kanapina', 'tiana whitley']","['bo', 'holly', 'tina', 'georgi', 'angelo', 'luna', 'packy', 'ramone', 'blake', 'noah', 'maurice', 'maurices girlfriend', 'greaser', 'bos mom', 'sorority sister', 'will ladies man', 'girl at farmers market', 'vip club diva', 'mr granger', 'party guest', 'party guest 1', 'paul', 'frat boy', 'hot club girl', 'club diva', 'diva drug dealer', 'fashion editor', 'chinaman party guest', 'officer mackenzie', 'vip club diva', 'frat boy', 'miss america', 'kyla', 'party boy', 'maurice gang member', 'female drug dealer', 'club vip', 'girl at farmers market', 'girl at farmers market', 'visiting royalty', 'sorority sister', 'party guest', 'party guest', 'nan', 'background']",['jd dillard']
tm193125,"['hot', 'girl', 'wanted']",MOVIE,"['firstever', 'look', 'reality', 'professional', 'amateur', 'porn', 'world', 'steady', 'stream', '18to19year', 'old', 'girl', 'entering']",MEDIUM,3.0,84,['documentation'],['US'],,tt4382552,6.1,17557.0,37.12,5.914,"['stella may', 'brian omally', 'ava taylor', 'john anthony', 'kelly silguero', 'emeterio silguero', 'ava kelly', 'lucy tyler', 'brooklyn daniels', 'kendall plemons', 'tony d', 'levi cash', 'alli rae', 'dillion carter', 'carrie brooks', 'belle knox', 'alaina kristar']","['herself', 'himself  founder of hussie models', 'herself', 'himself', 'stella mother', 'stella father', 'herself', 'herself', 'herself', 'himself', 'himself', 'himself', 'herself', 'herself', 'herself', 'herself archive footage', 'herself']","['jill bauer', 'ronna gradus']"
tm244507,"['distinguished', 'citizen']",MOVIE,"['refusing', 'big', 'prestigious', 'award', 'world', 'mr', 'mantovani', 'literature', 'nobel', 'prize', 'winner', 'accepts', 'invitation', 'visit', 'hometown', 'argentina', 'inspiration', 'book', 'turn', 'accepting', 'worse', 'idea', 'life', 'expect', 'unexpected', 'used', 'real', 'people', 'character', 'novel']",MEDIUM,3.0,118,"['drama', 'comedy', 'european']","['ES', 'AR']",,tt4562518,7.5,11876.0,8.804,7.3,"['oscar martnez', 'dady brieva', 'andrea frigerio', 'beln chavanne', 'nora navas', 'manuel vicente', 'ivn steinhardt', 'marcelo dandrea', 'gustavo garzn', 'julin larquier tellarini', 'emma rivera', 'nicols de tracy', 'daniel kargieman', 'alexis lpez costa', 'leonardo murija', 'pedro roth', 'pilar dutari', 'ariel fiorenza', 'franco peralta', 'juan travnik', 'patricia march', 'francisco cortes']","['daniel mantovani', 'antonio', 'irene', 'julia', 'nuria', 'intendente', 'romeros henchman 2', 'florencio romero', 'gerardo palacios', 'conserje as julian larquier', 'emilse', 'roque', 'renato provicello', 'asistente del intendente', 'mendez', 'nobel prize presenter', 'beauty queen', 'tv presenter', 'julian as franco peralta ramos', 'king of sweden', 'queen of sweden', 'vicente']","['mariano cohn', 'gastn duprat']"
tm134516,"['crouching', 'tiger', 'hidden', 'dragon', 'sword', 'destiny']",MOVIE,"['story', 'lost', 'love', 'young', 'legendary', 'sword', 'one', 'last', 'opportunity', 'redemption']",MEDIUM,3.0,103,"['drama', 'action', 'fantasy']",['CN'],,tt2652118,6.1,19500.0,21.103,6.1,"['michelle yeoh', 'donnie yen', 'jason scott lee', 'natasha liu bordizzo', 'harry shum jr', 'eugenia yuan', 'roger yuan', 'chris pang', 'juju chan', 'woon young park', 'darryl quon', 'veronica ngo', 'shuya chang', 'andrew stehlin', 'david t lim', 'min kim']","['yu shu lien', 'silent wolf', 'hades dai', 'snow vase', 'wei fang', 'blind enchantress', 'iron crow', 'flying blade', 'silver dart shi', 'thunder fist', 'turtle ma', 'mantis', 'han mei', 'black tiger', 'peasant', 'boxer 1']",['yuen wooping']
tm270504,['mindhorn'],MOVIE,"['washed', 'actor', 'best', 'known', 'playing', 'title', 'character', '1980s', 'detective', 'show', 'mindhorn', 'must', 'work', 'police', 'serial', 'killer', 'say', 'speak', 'belief', 'real']",MEDIUM,4.0,89,"['comedy', 'thriller']",['GB'],,tt4799064,6.3,12737.0,8.406,6.1,"['julian barratt', 'simon farnaby', 'essie davis', 'steve coogan', 'richard mccabe', 'andrea riseborough', 'russell tovey', 'robin morrissey', 'david schofield', 'alannah olivia', 'christopher jenner cole', 'sean foley', 'jessye romeo', 'harriet walter', 'simon callow', 'nicholas farrell', 'jessica barden', 'tony way', 'lois melerijones', 'jordan long', 'alex duncan', 'neil edmond', 'kenneth branagh', 'alex wyndham']","['richard thorncroft', 'clive parnevik', 'patricia deville', 'peter easterman', 'jeffrey moncrief', 'dc elena baines', 'paul melly', 'pc green', 'chief inspector derek newsome', 'casting receptionist', 'richard crowthorne', 'kenneth branaghs producer', 'agents secretary', 'richards agent', 'himself', 'mayor', 'jasmine', 'dad with newspaper', 'pete eastermans pa', 'vincent', 'news reporter', 'tannoy man', 'kenneth branagh', 'jake']",['sean foley']
tm244880,"['pretty', 'thing', 'life', 'house']",MOVIE,"['young', 'nurse', 'take', 'care', 'elderly', 'author', 'life', 'haunted', 'house']",MEDIUM,3.0,89,"['horror', 'thriller', 'drama']","['CA', 'US']",,tt5059406,4.6,14580.0,9.719,4.4,"['ruth wilson', 'paula prentiss', 'bob balaban', 'lucy boynton', 'brad milne', 'daniel chichagov', 'erin boyes', 'beatrix perkins', 'james perkins']","['lily', 'iris blum', 'mr waxcap', 'polly parsons', 'edward bird', 'mr darling', 'young iris', 'wendy', 'john']",['oz perkins']
tm233317,"['peewee', 'big', 'holiday']",MOVIE,"['fateful', 'meeting', 'mysterious', 'stranger', 'inspires', 'peewee', 'herman', 'take', 'firstever', 'holiday']",MEDIUM,2.0,90,"['action', 'comedy', 'family']",['US'],,tt0837156,6.1,8064.0,10.884,6.2,"['paul reubens', 'joe manganiello', 'jessica pohly', 'alia shawkat', 'stephanie beatriz', 'jordan black', 'doug cox', 'linda porter', 'monica horan', 'brian palermo', 'katherine vanderlinden', 'tara buck', 'john h mayer', 'richard riehle', 'dave power', 'josh meyers', 'corey martin craig', 'paul rust', 'robert r shafer', 'john moody', 'daniel lue', 'darrin henson', 'clayton cannon', 'patrick egan', 'gloria vassy', 'erick chavarria', 'frank collison', 'lynne marie stewart', 'karen maruyama', 'hal landon jr', 'michelle meredith', 'meredith oleary', 'kt wiegman', 'julie ouellette', 'alexandra ella', 'mary karcz', 'lily mae harrington', 'mackenzie marsh', 'lindsay hollister', 'cooper huckabee', 'darryl stephens', 'dionne gipson', 'anthony alabi', 'sonya eddy', 'diane salinger', 'brad william henke', 'leo fitzpatrick', 'christopher heyerdahl', 'alan r rodriguez', 'michael pauley', 'joseph mancuso', 'david arquette', 'janina gavankar', 'kelly bush novak', 'taymour ghazi', 'nicole sullivan', 'robert broski', 'pamela mant', 'thea andrews', 'john paragon', 'charles robinson', 'maya nalli', 'ryan nemeth']","['peewee herman', 'joe manganiello', 'pepper', 'bella', 'freckles', 'yul  party coordinator voice', 'mr murgatroyd', 'mrs rose', 'ruby the crossing guard', 'marvin', 'emily', 'beverly', 'pharmacist', 'dan', 'dudley', 'sylvester', 'clovis', 'ernie', 'construction worker', 'construction worker', 'police officer', 'police officer', 'police officer', 'gordon the traveling salesman', 'panicked female passenger', 'panicked male passenger', 'clay', 'jimmy', 'tourist at snake farm', 'farmer brown', 'linda brown', 'louise brown', 'donna brown', 'diane brown', 'janice brown', 'betty brown', 'pam brown', 'judy brown', 'peggy brown', 'minister', 'rene', 'brook', 'lane', 'wanda', 'penny king', 'grizzly bear daniels', 'abe', 'ezekiel', 'new york city policeman', 'guy who bumps into peewee', 'pizzeria employee', 'dj', 'party guest', 'party guest', 'party guest', 'shelly', 'abraham lincoln', 'queen', 'tv reporter', 'tv cameraman', 'police captain', 'waitress', 'construction worker uncredited']",['john lee']
tm205333,"['youre', 'bos']",MOVIE,"['woman', 'looking', 'acceptance', 'who', 'love', 'want', 'appreciated', 'want', 'belong', 'find', 'shes', 'personal', 'assistant']",MEDIUM,3.0,116,"['comedy', 'romance']",['PH'],,tt4489160,6.3,278.0,1.899,8.1,"['toni gonzaga', 'coco martin', 'freddie webb', 'jm de guzman', 'gloria sevilla', 'noel trinidad', 'jerald napoles', 'regine angeles', 'via antonio', 'deniesse joaquin', 'joan palisoc', 'angela cortez', 'pepe herrera']","['georgina', 'nan', 'sir albert', 'gino', 'lola', 'lolo', 'bojeck', 'ginos girlfriend', 'georginas friend', 'georginas friend', 'georginas friend', 'georginas friend', 'tupe']",['antoinette jadaone']
tm233533,"['white', 'girl']",MOVIE,"['summer', 'new', 'york', 'city', 'college', 'girl', 'fall', 'hard', 'guy', 'met', 'night', 'partying', 'go', 'wrong', 'go', 'wild', 'extreme', 'get', 'back']",MEDIUM,3.0,88,"['drama', 'horror', 'crime']",['US'],,tt4129870,5.7,10646.0,17.731,5.7,,,
tm138672,"['frank', 'lola']",MOVIE,"['talented', 'la', 'vega', 'chef', 'fall', 'love', 'aspiring', 'fashion', 'designer', 'turn', 'violently', 'jealous', 'realizes', 'shes', 'hiding', 'dark', 'secret']",MEDIUM,3.0,88,"['drama', 'romance', 'crime', 'thriller']",['US'],,tt1290138,5.9,6083.0,10.404,5.6,"['michael shannon', 'imogen poots', 'rosanna arquette', 'michael nyqvist', 'justin long', 'emmanuelle devos', 'alex lombard', 'amy argyle', 'joel virgel', 'laine rettmer', 'maynor alvarado', 'carlos moreno jr', 'sophie meister', 'david atrakchi', 'stella schnabel', 'suteara vaughn', 'elisha yaffe', 'patrick rocca', 'narcisse mame', 'emily dangelo']","['frank reilly', 'lola', 'patricia', 'alan', 'keith', 'claire', 'carol', 'rachel', 'hercule', 'franoise', 'luis', 'javier', 'isobel', 'charles', 'hazel', 'sage', 'will', 'henri ricard', 'khalil', 'sex club rope girl uncredited']",['matthew ross']
tm323616,['visit'],MOVIE,"['two', 'couple', 'living', 'together', 'building', 'completely', 'different', 'lifestyle', 'find', 'bearing', 'secret', 'shocking', 'revelation', 'set', 'course', 'something', 'never', 'bargained']",MEDIUM,3.0,130,"['thriller', 'comedy', 'romance']",[],,tt15119398,5.9,62.5,0.6,6.0,"['nse ikpeetim', 'bayray mcnwizu', 'femi jacobs', 'blossom chukwujekwu']","['', '', '']",['oyefunke fayoyin']
tm245378,['barry'],MOVIE,"['biopic', 'barack', 'obama', 'set', 'time', 'college', 'student', 'new', 'york', 'city']",MEDIUM,3.0,104,['drama'],['US'],,tt5477566,5.9,7212.0,5.957,5.8,"['devon terrell', 'anya taylorjoy', 'ashley judd', 'jenna elfman', 'jason mitchell', 'ellar coltrane', 'linus roache', 'annabelle attanasio', 'tessa albertson', 'john benjamin hickey', 'danny hoch', 'ralph rodriguez', 'avi nash', 'souleymane sy savane', 'jeremy sample', 'robert g mckay', 'matt ball', 'eric berryman', 'bill walters', 'cherie danielle', 'tommy nelson', 'sawyer pierce', 'danny henriquez', 'markita prescott', 'brandon bermeo', 'jack turell', 'nick kohn', 'flora wildes', 'sean patrick doyle', 'ahkai franklin', 'nashawn kearse', 'jean godsend floradin', 'monique vukovic', 'samantha marie ware', 'alexis nichole smith', 'michael crane', 'chukwudi iwuji', 'marion yue', 'nathaniel mcintyre', 'fab 5 freddy', 'will cooper', 'melissa joseph', 'alex kruz', 'caleb mcdaniel', 'kinga piersiak', 'christopher m polito']","['barack hussein obama', 'charlotte baughman', 'ann dunham', 'kathy baughman', 'pj', 'will', 'bill baughman', 'sylvia', 'tina', 'professor gray', 'eddie', 'andre', 'saleem', 'fred', 'reggie', 'james boggs', 'dennis', 'ali', 'homeless man in stairwell uncredited', 'prostitute', 'buzz', 'thad', 'milton', 'denise', 'eda', 'teammate', 'guard 1', 'raquel', 'danceteria queen', 'incense vendor', 'black israelite speaker', 'black israelite reader', 'white woman', 'tisha', 'lila', 'martin baughman', 'ephraim', 'grace lee boggs', 'kid', 'rameek', 'busker', 'roller girl uncredited', 'fencing instructor uncredited', 'bboy uncredited', 'bridesmaid uncredited', 'robbie uncredited']",['vikram gandhi']
tm221225,"['david', 'brent', 'life', 'road']",MOVIE,"['camera', 'crew', 'catch', 'david', 'brent', 'former', 'star', 'fictional', 'british', 'series', 'office', 'fancy', 'rockstar', 'road']",MEDIUM,2.5,96,"['comedy', 'music', 'action']",['GB'],,tt6852304,6.3,20005.0,8.871,6.135,"['ricky gervais', 'ben baileysmith', 'rebecca gethings', 'jo hartley', 'andrew brooke', 'tom bennett', 'tom basden', 'mandeep dhillon', 'diane morgan', 'kevin bishop', 'ashley mcguire', 'roisin conaty', 'abbie murphy', 'nina sosanya', 'stacha hicks', 'andy burrows', 'stephen clarke', 'michael clarke', 'kim benson', 'alfie stewart', 'rob jarvis', 'dermot keaney', 'oliver maltman', 'peter andre', 'alexander arnold']","['david brent', 'dom johnson', 'miriam clarke', 'pauline gray', 'jerry jezza collins', 'nigel martin', 'dan', 'karen parashar', 'briony jones', 'dj', 'mo', 'cat', 'serena wilson', 'therapist', 'sandra', 'drummer', 'bassist', 'guitaristkeyboardist', 'office worker', 'office worker', 'client', 'tattooist', 'ents manager', 'himself', 'pog']",['ricky gervais']
tm157283,['geros'],MOVIE,"['set', 'amidst', '1999', 'student', 'strike', 'mexico', 'city', 'comingofage', 'tale', 'find', 'two', 'brother', 'venturing', 'sentimental', 'search', 'aging', 'legendary', 'musician', 'shot', 'blackandwhite', 'geros', 'brim', 'youthful', 'exuberance']",MEDIUM,3.0,106,"['drama', 'comedy']",['MX'],,tt3499048,7.4,4275.0,7.65,7.5,"['sebastin aguirre', 'tenoch huerta', 'leonardo ortizgris', 'ilse salas', 'ral briones', 'sophie alexanderkatz', 'laura almela', 'camila lora', 'marcelo tobar', 'alfonso charpener', 'adrin ladrn', 'bernardo velasco', 'alonso ruizpalacios']","['toms', 'sombra', 'santos', 'ana', 'furia', 'young mother', 'isabel', 'aurora', 'film director', 'epigmenio', 'moco', 'inciso b', 'doctor']",['alonso ruizpalacios']
tm211302,"['front', 'cover']",MOVIE,"['one', 'man', 'veil', 'asian', 'heritage', 'take', 'great', 'pain', 'hide', 'sexual', 'orientation', 'thing', 'begin', 'change', 'ryan', 'hired', 'prepare', 'film', 'star', 'ning', 'fashion', 'shoot', 'men', 'develop', 'bond']",MEDIUM,3.0,87,"['drama', 'romance', 'comedy']",['US'],,tt3185602,6.4,1059.0,3.39,6.4,"['jake choi', 'james chen', 'elizabeth sung', 'jennifer neala page', 'sonia villani', 'li jun li', 'ben baur', 'jack ferver', 'rachel lu']","['ryan fu', 'qi xiao ning', 'yen fu', 'janet', 'francesca', 'miao', 'eddie', 'pascal', 'xin']",['ray yeung']
tm253080,['rocco'],MOVIE,"['rocco', 'siffredi', 'pornography', 'mike', 'tyson', 'boxing', 'mick', 'jagger', 'rocknroll', 'living', 'legend', 'mother', 'wanted', 'priest', 'blessing', 'became', 'hardcore', 'performer', 'devoting', 'life', 'one', 'god', 'desire', 'reveals', 'even', 'sometimes', 'mean', 'busting', 'myth', 'true', 'story', 'beginning', 'career', 'wife', 'child', 'ultimate', 'revelation', 'change', 'forever']",MEDIUM,3.0,105,"['documentation', 'european']",['FR'],,tt5788462,5.7,3998.0,21.008,5.6,"['rocco siffredi', 'kelly stafford', 'rosa caracciolo', 'gabriele galetta', 'mark spiegler', 'john stagliano', 'abella danger', 'james deen', 'jenny smart', 'dahlia sky', 'bonnie rotten', 'maddy oreilly', 'veruca james', 'kirsten halborg', 'casey calvert', 'eva berger', 'veronica avluv', 'anikka albrite']","['self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self', 'self']","['alban teurlai', 'thierry demaizire']"
tm139194,"['ratchet', 'clank']",MOVIE,"['galaxy', 'come', 'threat', 'nefarious', 'space', 'captain', 'mechanic', 'newfound', 'robot', 'ally', 'join', 'elite', 'squad', 'combatant', 'save', 'universe']",MEDIUM,2.0,94,"['animation', 'family', 'action', 'comedy', 'scifi', 'fantasy']","['CA', 'US']",,tt2865120,5.5,10919.0,22.825,5.8,"['james arnold taylor', 'david kaye', 'paul giamatti', 'john goodman', 'bella thorne', 'rosario dawson', 'jim ward', 'armin shimerman', 'vincent tong', 'andrew cownden', 'sylvester stallone', 'lee tockar', 'brian dobson', 'tabitha st germain', 'brad swaile', 'brian drummond', 'cole howard', 'ian james corlett', 'alessandro juliani', 'rebecca shoichet', 'don briggs', 'lucas hauchard', 'kevin tran', 'jhon rachid']","['ratchet voice', 'clank voice', 'chairman drek voice', 'grimroth voice', 'cora veralux voice', 'elaris voice', 'captain qwark voice', 'dr nefarious voice', 'brax  solana trooper voice', 'zed  blarg voice', 'victor von ion voice', 'mr micron voice', 'dallas wannamaker  announcer  drek computer voice', 'juanita alvaro voice', 'ollie  super fan voice', 'inspectobot  warbot  zurkons voice', 'blarg voice', 'blarg voice', 'solana trooper voice', 'stanleys mom  ship computer voice', 'starship commander voice', 'ratchet french voice', 'zed french voice', 'brax french voice']","['kevin munroe', 'jericca cleland']"
tm238748,['darkness'],MOVIE,"['family', 'return', 'grand', 'canyon', 'vacation', 'supernatural', 'presence', 'tow']",MEDIUM,3.0,92,"['thriller', 'horror']",['US'],,tt1878841,4.5,16090.0,14.347,4.8,"['kevin bacon', 'radha mitchell', 'david mazouz', 'lucy fry', 'parker mack', 'matt walsh', 'jennifer morrison', 'sara mornell', 'mingna wen', 'paul reiser', 'tara lynne barr', 'judith mcconnell', 'krista marie yu', 'aj tannen', 'jocelyn ayanna', 'sara mornell', 'al coronel']","['peter taylor', 'bronny taylor', 'michael taylor', 'stephanie taylor', 'andrew carter', 'gary carter', 'joy carter', 'dr jones', 'wendy', 'simon richards', 'kat', 'trish', 'tasha', 'h quinlan', 'checkout lady', 'doctor jones', 'police officer']",['greg mclean']
tm233544,"['marco', 'polo', 'one', 'hundred', 'eye']",MOVIE,"['lost', 'sight', 'pledged', 'service', 'kublai', 'khan', 'hundred', 'eye', 'saw', 'made', 'deadly', 'assassin', 'train', 'marco', 'polo']",MEDIUM,2.5,28,"['action', 'drama', 'history']",['US'],,tt5235348,7.8,10742.0,6.475,7.3,"['tom wu', 'masayoshi haneda', 'benedict wong', 'michelle yeoh']","['hundred eyes', 'son of subutai', 'kublai khan', 'lotus']",['alik sakharov']
tm244134,['tramp'],MOVIE,"['young', 'man', 'woman', 'find', 'love', 'unlikely', 'place', 'carrying', 'shady', 'deal']",MEDIUM,2.5,82,"['comedy', 'romance', 'documentation', 'european']",['US'],,tt4991512,6.5,5605.0,8.491,6.1,"['callum turner', 'grace van patten', 'michal vondel', 'mike birbiglia', 'margaret colin', 'louis cancelmi', 'rachel zeigerhaag', 'dane martinez', 'jeszenia jimenez', 'tarina milo', 'jamund washington', 'tashiana washington', 'mariola mlekicki', 'ty hickson', 'elleen hannah', 'sam soghor', 'caesar barajas', 'miguel cervantes']","['danny muluski', 'ellie', 'darren muluski', 'scott', 'evelyn', 'jimmy', 'vinessa weirengo', 'russell', 'felicia the restaurant manager', 'lily weirengo', 'gregory', 'monica', 'ola muluski', 'ticket buyer', 'ticketing lady', 'train conductor', 'atlantic city cop', 'bartender']",['adam leon']
tm233616,"['lego', 'marvel', 'super', 'hero', 'avenger', 'reassembled']",MOVIE,"['avenger', 'forced', 'party', 'ultron', 'seek', 'disassemble', 'team', 'taking', 'control', 'iron', 'man', 'armor', 'enact', 'nefarious', 'scheme', 'take', 'world']",MEDIUM,1.0,22,"['family', 'animation', 'action', 'comedy', 'scifi']",['US'],,tt5371572,6.1,862.0,16.252,6.5,"['laura bailey', 'troy baker', 'eric bauza', 'ben diskin', 'grant george', 'jp karliak', 'jim meskimen', 'bumper robinson', 'roger craig smith', 'fred tatasciore', 'travis willingham', 'mick wingert', 'nickie bryar', 'megan grano', 'david sheftell']","['black widow', 'hawkeye', 'iron spider', 'spiderman', 'antman', 'baron strucker vision', 'ultron', 'falcon', 'captain america', 'hulk', 'thor yellow jacket', 'iron man', 'additional voices', 'additional voices', 'additional voices']",['rob silvestri']
